"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72259513911","2020-01-01T00:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","26","59","0.00",,,,"28","30.04","CLR:00","29.40",,"45","170",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09601/01/20 00:52:02 METAR KNFW 010652Z 17006KT CLR 15/M03 A3010 RMK AO2 SLP174 T01501033 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T01:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","28","57","0.00",,,,"33","30.04","CLR:00","29.39",,"44","170",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09601/01/20 01:52:02 METAR KNFW 010752Z 17005KT CLR 14/M02 A3009 RMK AO2 SLP172 T01391022 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T02:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","29","57","0.00",,"+0.06","8","34","30.01","CLR:00","29.36",,"45","160",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10201/01/20 02:52:02 METAR KNFW 010852Z 16005KT CLR 14/M02 A3006 RMK AO2 SLP162 T01391017 58020 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T03:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","28","56","0.00",,,,"34","30.00","CLR:00","29.35",,"44","150",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09601/01/20 03:52:02 METAR KNFW 010952Z 15003KT CLR 13/M02 A3005 RMK AO2 SLP159 T01331022 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T04:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","28","57","0.00",,,,"33","29.97","CLR:00","29.32",,"44","170",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09601/01/20 04:52:02 METAR KNFW 011052Z 17004KT CLR 14/M02 A3002 RMK AO2 SLP148 T01391022 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T05:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","29","60","0.00",,"+0.05","8","31","29.96","CLR:00","29.31",,"46","170",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11401/01/20 05:52:02 METAR KNFW 011152Z 17005KT CLR 16/M02 A3001 RMK AO2 SLP145 T01561017 10167 20094 58017 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T06:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","29","56","0.00",,,,"36","29.94","CLR:00","29.29",,"44","160",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09601/01/20 06:52:02 METAR KNFW 011252Z 16003KT CLR 13/M02 A2999 RMK AO2 SLP140 T01331017 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T07:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","30","61","0.00",,,,"31","29.93","OVC:08 47","29.28",,"47","170",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09901/01/20 07:52:02 METAR KNFW 011352Z 17004KT OVC047 16/M01 A2998 RMK AO2 SLP135 T01611011 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T08:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","30","64","0.00",,"+0.03","5","28","29.93","OVC:08 43","29.28",,"48","190",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10501/01/20 08:52:02 METAR KNFW 011452Z 19006KT OVC043 18/M01 A2998 RMK AO2 SLP135 T01781011 55009 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T09:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","32","64","0.00",,,,"30","29.94","OVC:08 41","29.29",,"49","180",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09801/01/20 09:52:02 METAR KNFW 011552Z 18008KT OVC041 18/00 A2999 RMK AO2 SLP139 T01780000 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T10:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","32","67","0.00",,,,"27","29.92","OVC:08 40","29.27",,"50","150",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09801/01/20 10:52:02 METAR KNFW 011652Z 15006KT OVC040 19/00 A2997 RMK AO2 SLP132 T01940000 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T11:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","32","65","0.00",,"+0.05","8","29","29.88","OVC:08 37","29.23",,"49","180",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11601/01/20 11:52:02 METAR KNFW 011752Z 18015KT OVC037 18/00 A2993 RMK AO2 SLP119 T01830000 10200 20111 58016 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T12:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","36","65","0.00",,,,"34","29.83","FEW:02 36 BKN:07 48","29.18",,"51","180","28","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10801/01/20 12:52:02 METAR KNFW 011852Z 18015G24KT FEW036 BKN048 18/02 A2988 RMK AO2 SLP101 T01830022 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T13:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","36","67","0.00",,,,"32","29.78","FEW:02 37","29.13",,"52","190","28","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10101/01/20 13:52:02 METAR KNFW 011952Z 19012G24KT FEW037 19/02 A2983 RMK AO2 SLP086 T01940022 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T14:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.80","37","68","0.00",,"+0.13","6","32","29.75","CLR:00","29.10",,"52","190",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11901/01/20 14:52:02 METAR KNFW 012052Z 19015KT CLR 20/03 A2980 RMK AO2 PK WND 19026/1957 SLP076 T02000028 56043 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T15:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.79","39","68","0.00",,,,"35","29.74","CLR:00","29.10",,"53","180","22","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09801/01/20 15:52:02 METAR KNFW 012152Z 18013G19KT CLR 20/04 A2979 RMK AO2 SLP072 T02000039 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T16:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.76","40","67","0.00",,,,"37","29.72","CLR:00","29.07",,"53","170",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/01/20 16:52:02 METAR KNFW 012252Z 17014KT CLR 19/04 A2976 RMK AO2 SLP063 T01940044 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T17:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.75","41","67","0.00",,"+0.05","6","39","29.71","CLR:00","29.06",,"54","160",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11701/01/20 17:52:02 METAR KNFW 012352Z 16010KT CLR 19/05 A2975 RMK AO2 SLP060 T01940050 10200 20178 56016 VISNO N $ RTX","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T18:52:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.73","41","65","0.00",,,,"42","29.69","CLR:00","29.04",,"53","170",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/01/20 18:52:01 METAR KNFW 020052Z 17013KT CLR 18/05 A2973 RMK AO2 SLP054 T01830050 VISNO N $","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T19:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.73","42","63","0.00",,,,"47","29.69","CLR:00","29.04",,"52","170",,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/01/20 19:52:01 METAR KNFW 020152Z 17016KT CLR 17/06 A2973 RMK AO2 SLP053 T01720056 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T20:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.72","43","62","0.00",,"+0.04","6","50","29.67","CLR:00","29.03",,"52","170","26","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10401/01/20 20:52:01 METAR KNFW 020252Z 17018G23KT CLR 17/06 A2972 RMK AO2 SLP048 T01670061 56012 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T21:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.72","46","65","0.00",,,,"51","29.67","CLR:00","29.03",,"55","170",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/01/20 21:52:01 METAR KNFW 020352Z 17013KT CLR 18/08 A2972 RMK AO2 SLP048 T01830078 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T22:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.71","45","64","0.00",,,,"50","29.66","CLR:00","29.02",,"54","170",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/01/20 22:52:02 METAR KNFW 020452Z 17010KT CLR 18/07 A2971 RMK AO2 SLP045 T01780072 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T23:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.70","44","65","0.00",,"+0.02","8","47","29.65","BKN:07 18","29.01",,"54","170",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12601/01/20 23:52:02 METAR KNFW 020552Z 17010KT BKN018 18/07 A2970 RMK AO2 SLP042 T01830067 10200 20167 402000106 58006 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-01T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"60",,,"29.15",,"11.0","0","13.9","5","68","51","190","30","0.00",,,"190","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):68 24 HR MAX TEMP TIME (LST):1832 24 HR MIN TEMP (F):51 24 HR MIN TEMP TIME (LST):0413 AVERAGE STATION PRESSURE:29.145 MINIMUM SEA LEVEL PRESSURE:29.65 TIME OF OCCURRENCE:2356 PEAK WIND SPEED (MPH):30  PEAK WIND DIR (DEG):190 PEAK WIND TIME (LST):1357  FASTEST 2MIN SPEED (MPH):23 FASTEST 2MIN DIR (DEG):190 FASTEST 2MIN TIME (LST):1335 AVERAGE WIND SPEED (MPH):11.0 24 HR AVG TEMP (F):60 DEPART FROM NORMAL:+60  HEATING DEGREE DAYS:5   COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):68  LATEST NIGHT MIN TEMP(1900-0800 LST):48 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0732","1735",,
"72259513911","2020-01-02T00:22:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.69","45","67",,,,,"45",,"SCT:04 19","29.00",,"55","160",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09101/02/20 00:22:02 SPECI KNFW 020622Z 16010KT SCT019 19/07 A2969 RMK AO2 T01940072 VISNO N $","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T00:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.67","45","65","0.00",,,,"49","29.62","CLR:00","28.98",,"54","160",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/02/20 00:52:02 METAR KNFW 020652Z 16009KT CLR 18/07 A2967 RMK AO2 SLP032 T01830072 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T01:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.65","45","63","0.00",,,,"52","29.61","CLR:00","28.96",,"53","170",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/02/20 01:52:02 METAR KNFW 020752Z 17013KT CLR 17/07 A2965 RMK AO2 SLP026 T01720072 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T02:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.63","46","63","0.00",,"+0.07","6","54","29.59","CLR:00","28.94",,"54","180",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10101/02/20 02:52:02 METAR KNFW 020852Z 18013KT CLR 17/08 A2963 RMK AO2 SLP019 T01720078 56023 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T03:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.60","47","65","0.00",,,,"52","29.56","CLR:00","28.91",,"55","170",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/02/20 03:52:02 METAR KNFW 020952Z 17010KT CLR 18/08 A2960 RMK AO2 SLP011 T01830083 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T04:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.59","47","64","0.00",,,,"54","29.54","CLR:00","28.90",,"55","180",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09501/02/20 04:52:02 METAR KNFW 021052Z 18012KT CLR 18/08 A2959 RMK AO2 SLP005 T01780083 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T05:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.59","47","64","0.00",,"+0.04","5","54","29.55","FEW:02 100","28.90",,"55","180",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11601/02/20 05:52:02 METAR KNFW 021152Z 18012KT FEW100 18/08 A2959 RMK AO2 SLP007 T01780083 10194 20172 55012 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T06:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.58","48","58","0.00",,,,"70","29.54","FEW:02 120","28.89","10.00","53","190",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10801/02/20 06:52:02 METAR KNFW 021252Z 19011KT 10SM FEW120 14/09 A2958 RMK AO2 SLP004 T01440089 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T07:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.60","48","57","0.00",,,,"72","29.56","SCT:04 120 BKN:07 180","28.91","10.00","52","190",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11501/02/20 07:52:02 METAR KNFW 021352Z 19013KT 10SM SCT120 BKN180 14/09 A2960 RMK AO2 SLP009 T01390089 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T08:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.60","49","57","0.00",,"-0.01","3","74","29.56","SCT:04 120 BKN:07 180","28.91","10.00","53","180",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12101/02/20 08:52:02 METAR KNFW 021452Z 18010KT 10SM SCT120 BKN180 14/09 A2960 RMK AO2 SLP009 T01390094 53002 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T09:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.63","49","58","0.00",,,,"72","29.59","BKN:07 120 OVC:08 180","28.94","10.00","53","170",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11501/02/20 09:52:02 METAR KNFW 021552Z 17009KT 10SM BKN120 OVC180 14/09 A2963 RMK AO2 SLP020 T01440094 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T10:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.63","49","58","0.00",,,,"72","29.59","BKN:07 120 OVC:08 180","28.94","10.00","53","180",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11501/02/20 10:52:02 METAR KNFW 021652Z 18011KT 10SM BKN120 OVC180 15/09 A2963 RMK AO2 SLP019 T01440094 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T11:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.59","49","60","0.00",,"+0.01","8","67","29.54","BKN:07 120 OVC:08 180","28.90","10.00","54","200",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13301/02/20 11:52:02 METAR KNFW 021752Z 20009KT 10SM BKN120 OVC180 16/09 A2959 RMK AO2 SLP005 T01560094 10233 20139 58004 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T12:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.56","49","61","0.00",,,,"65","29.52","BKN:07 120 OVC:08 180","28.87","10.00","54","170",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11501/02/20 12:52:02 METAR KNFW 021852Z 17009KT 10SM BKN120 OVC180 16/09 A2956 RMK AO2 SLP995 T01610094 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T13:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","50","62","0.00",,,,"65","29.48","SCT:04 110 OVC:08 180","28.83","10.00","55","170",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11501/02/20 13:52:02 METAR KNFW 021952Z 17011KT 10SM SCT110 OVC180 16/10 A2952 RMK AO2 SLP984 T01670100 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T14:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.51","49","62","0.00",,"+0.07","6","62","29.47","SCT:04 110 OVC:08 180","28.82","10.00","55","160",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12101/02/20 14:52:02 METAR KNFW 022052Z 16010KT 10SM SCT110 OVC180 17/09 A2951 RMK AO2 SLP980 T01670094 56024 VISNO N $ (JN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T15:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.52","49","61","0.00",,,,"65","29.48","SCT:04 110 OVC:08 180","28.83","10.00","54","150",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11501/02/20 15:52:02 METAR KNFW 022152Z 15007KT 10SM SCT110 OVC180 16/09 A2952 RMK AO2 SLP982 T01610094 VISNO N $ (JN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T16:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.54","50","62","0.00",,,,"65","29.50","FEW:02 110 OVC:08 180","28.85","10.00","55","160",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11501/02/20 16:52:02 METAR KNFW 022252Z 16008KT 10SM FEW110 OVC180 16/10 A2954 RMK AO2 SLP991 T01670100 VISNO N $ (JN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T17:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.56","50","59","0.00",,"-0.04","3","72","29.52","FEW:02 100 BKN:07 180 BKN:07 250","28.87","10.00","54","160",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14001/02/20 17:52:02 METAR KNFW 022352Z 16004KT 10SM FEW100 BKN180 BKN250 15/10 A2956 RMK AO2 SLP995 T01500100 10256 20150 53015 VISNO N $ (JN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-01-02T18:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.58","50","56","0.00",,,,"81","29.54","FEW:02 100 BKN:07 180 BKN:07 250","28.89","10.00","53","150",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11701/02/20 18:52:01 METAR KNFW 030052Z 15004KT 10SM FEW100 BKN180 BKN250 13/10 A2958 RMK AO2 SLP002 T01330100 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
