"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72259513911","2020-04-26T19:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","48","76","0.00",,,,"37","30.01","CLR:00","29.36","10.00","60","140",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10004/26/20 19:52:01 METAR KNFW 270152Z 14011KT 10SM CLR 24/09 A3006 RMK AO2 SLP163 T02440089 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-26T20:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","49","73","0.00",,"-0.02","3","43","30.03","CLR:00","29.38","10.00","59","130",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10604/26/20 20:52:01 METAR KNFW 270252Z 13008KT 10SM CLR 23/09 A3008 RMK AO2 SLP170 T02280094 53007 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-26T21:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","49","71","0.00",,,,"46","30.03","CLR:00","29.39","10.00","59","130",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10004/26/20 21:52:02 METAR KNFW 270352Z 13009KT 10SM CLR 22/09 A3009 RMK AO2 SLP171 T02170094 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-26T22:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","48","70","0.00",,,,"46","30.03","CLR:00","29.38","10.00","58","140",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10004/26/20 22:52:02 METAR KNFW 270452Z 14009KT 10SM CLR 21/09 A3008 RMK AO2 SLP169 T02110089 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-26T23:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","49","69","0.00",,"+0.00","5","49","30.03","CLR:00","29.38","10.00","58","140",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12804/26/20 23:52:02 METAR KNFW 270552Z 14008KT 10SM CLR 21/09 A3008 RMK AO2 SLP170 T02060094 10267 20206 403000122 55000 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-26T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"70",,,"29.43",,"7.9","5","0.8","0","86","54","200","22","0.00",,,"180","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):86 24 HR MAX TEMP TIME (LST):1453 24 HR MIN TEMP (F):54 24 HR MIN TEMP TIME (LST):0620 AVERAGE STATION PRESSURE:29.430 MINIMUM SEA LEVEL PRESSURE:30.00 TIME OF OCCURRENCE:1923 PEAK WIND SPEED (MPH):22  PEAK WIND DIR (DEG):200 PEAK WIND TIME (LST):1623  FASTEST 2MIN SPEED (MPH):18 FASTEST 2MIN DIR (DEG):180 FASTEST 2MIN TIME (LST):1704 AVERAGE WIND SPEED (MPH):7.9  24 HR AVG TEMP (F):70 DEPART FROM NORMAL:+70  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:5   LATEST DAY MAX TEMP (0700-1900 LST):86  LATEST NIGHT MIN TEMP(1900-0800 LST):54 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0547","1908",,
"72259513911","2020-04-27T00:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","49","67","0.00",,,,"53","30.02","CLR:00","29.37","10.00","57","140",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10404/27/20 00:52:02 METAR KNFW 270652Z 14008KT 10SM CLR 19/09 A3007 RMK AO2 SLP166 T01940094 VISNO N $ RTX","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T01:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","49","68","0.00",,,,"51","29.99","CLR:00","29.35","10.00","57","150",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10004/27/20 01:52:02 METAR KNFW 270752Z 15011KT 10SM CLR 20/09 A3005 RMK AO2 SLP157 T02000094 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T02:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","48","68","0.00",,"+0.04","5","49","30.00","CLR:00","29.35","10.00","57","160",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10604/27/20 02:52:02 METAR KNFW 270852Z 16011KT 10SM CLR 20/09 A3005 RMK AO2 SLP158 T02000089 55012 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T03:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","52","67","0.00",,,,"59","29.99","CLR:00","29.35","10.00","59","170",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10004/27/20 03:52:02 METAR KNFW 270952Z 17014KT 10SM CLR 19/11 A3005 RMK AO2 SLP157 T01940111 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T04:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","52","65","0.00",,,,"63","30.00","CLR:00","29.35","10.00","58","180",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10004/27/20 04:52:02 METAR KNFW 271052Z 18012KT 10SM CLR 18/11 A3005 RMK AO2 SLP158 T01830111 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T05:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","52","64","0.00",,"+0.00","6","65","30.00","FEW:02 300","29.35","10.00","57","170",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12604/27/20 05:52:02 METAR KNFW 271152Z 17011KT 10SM FEW300 18/11 A3005 RMK AO2 SLP158 T01780111 10206 20178 56001 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T06:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","53","65","0.00",,,,"66","29.99","FEW:02 300","29.34","10.00","58","170",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10804/27/20 06:52:02 METAR KNFW 271252Z 17015KT 10SM FEW300 18/12 A3004 RMK AO2 SLP157 T01830117 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T07:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","53","70","T",,,,"55","29.98","FEW:02 300","29.33","10.00","60","180",,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10804/27/20 07:52:02 METAR KNFW 271352Z 18017KT 10SM FEW300 21/12 A3003 RMK AO2 SLP151 T02110117 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T08:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","53","75","0.00",,"+0.01","5","46","29.99","FEW:02 200 SCT:04 300","29.34","10.00","62","180","33","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14804/27/20 08:52:02 METAR KNFW 271452Z 18018G29KT 10SM FEW200 SCT300 24/12 A3004 RMK AO2 PK WND 17029/1444 SLP156 60000 T02390117 55002 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T09:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","51","76","0.00",,,,"42","30.04","SCT:04 65 BKN:07 120 BKN:07 250","29.39","10.00","61","170",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12204/27/20 09:52:02 METAR KNFW 271552Z 17014KT 10SM SCT065 BKN120 BKN250 24/11 A3009 RMK AO2 SLP172 T02440106 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T10:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","52","78","0.00",,,,"40","29.98","FEW:02 65 BKN:07 120 BKN:07 250","29.33","10.00","63","150","29","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14304/27/20 10:52:02 METAR KNFW 271652Z 15020G25KT 10SM FEW065 BKN120 BKN250 26/11 A3003 RMK AO2 PK WND 18027/1633 SLP153 T02560111 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T11:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","54","82","0.00",,"+0.03","8","38","29.96","FEW:02 70 BKN:07 120 BKN:07 250","29.31","10.00","65","150","29","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16704/27/20 11:52:02 METAR KNFW 271752Z 15019G25KT 10SM FEW070 BKN120 BKN250 28/12 A3001 RMK AO2 PK WND 15028/1708 SLP145 60000 T02780122 10283 20178 58011 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T12:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.95","55","84","0.00",,,,"37","29.91","FEW:02 70 SCT:04 130 BKN:07 250","29.25","10.00","66","160","37","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14304/27/20 12:52:02 METAR KNFW 271852Z 16027G32KT 10SM FEW070 SCT130 BKN250 29/13 A2995 RMK AO2 PK WND 16032/1851 SLP127 T02890128 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T13:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","56","86","0.00",,,,"36","29.91","FEW:02 70 SCT:04 140 BKN:07 250","29.26","10.00","67","170","32","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14304/27/20 13:52:02 METAR KNFW 271952Z 17019G28KT 10SM FEW070 SCT140 BKN250 30/13 A2996 RMK AO2 PK WND 17031/1900 SLP128 T03000133 VISNO N $ (AT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T14:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","57","86","0.00",,"+0.07","6","37","29.89","SCT:04 100 BKN:07 250","29.24","10.00","68","170","32","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17604/27/20 14:52:02 METAR KNFW 272052Z 17018G28KT 10SM SCT100 BKN250 30/14 A2994 RMK AO2 PK WND 17030/2042 SLP121 OCNL LTGICCCCG DSNT NW CB DSNT NW T03000139 56023 VISNO N $ (KH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T15:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","56","87","0.00",,,,"35","29.85","BKN:07 250","29.21","10.00","68","170","34","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12904/27/20 15:52:02 METAR KNFW 272152Z 17021G30KT 10SM BKN250 31/13 A2990 RMK AO2 PK WND 20034/2101 SLP110 T03060133 VISNO N $ (KH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T16:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","57","86","0.00",,,,"37","29.86","BKN:07 250","29.21","10.00","68","180","28","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12904/27/20 16:52:02 METAR KNFW 272252Z 18020G24KT 10SM BKN250 30/14 A2991 RMK AO2 PK WND 16030/2231 SLP111 T03000139 VISNO N $ (KH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T17:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","56","85","0.00",,"+0.04","6","37","29.85","BKN:07 250","29.21","10.00","67","170",,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14404/27/20 17:52:02 METAR KNFW 272352Z 17017KT 10SM BKN250 29/13 A2990 RMK AO2 PK WND 19026/2333 SLP108 T02940133 10306 20278 56013 VISNO N $ (KH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T18:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","57","82","0.00",,,,"42","29.84","BKN:07 250","29.19","10.00","66","160",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10304/27/20 18:52:01 METAR KNFW 280052Z 16011KT 10SM BKN250 28/14 A2989 RMK AO2 SLP106 T02780139 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T19:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","58","81","0.00",,,,"45","29.85","SCT:04 100 BKN:07 250","29.21","10.00","67","150",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11004/27/20 19:52:01 METAR KNFW 280152Z 15012KT 10SM SCT100 BKN250 27/14 A2990 RMK AO2 SLP110 T02720144 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T20:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","60","80","0.00",,"-0.03","3","51","29.88","SCT:04 100 BKN:07 250","29.23","10.00","67","170",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11604/27/20 20:52:01 METAR KNFW 280252Z 17014KT 10SM SCT100 BKN250 27/16 A2993 RMK AO2 SLP119 T02670156 53010 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T21:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","61","78","T",,,,"56","29.90","SCT:04 100 BKN:07 250","29.24","10.00","67","170",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11004/27/20 21:52:02 METAR KNFW 280352Z 17014KT 10SM SCT100 BKN250 26/16 A2994 RMK AO2 SLP124 T02560161 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T22:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.92","61","77","T","-RA:02 |RA |RA",,,"58","29.88","BKN:07 80","29.22","10.00","67","170",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13904/27/20 22:52:02 METAR KNFW 280452Z 17012KT 10SM -RA BKN080 25/16 A2992 RMK AO2 PK WND 16026/0434 RAB0357 SLP117 P0000 T02500161 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T23:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","61","76","T","-RA:02 |RA |RA","+0.02","8","60","29.85","CLR:00","29.21","10.00","67","160",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16204/27/20 23:52:02 METAR KNFW 280552Z 16013KT 10SM -RA CLR 24/16 A2990 RMK AO2 PK WND 17026/0523 SLP110 P0000 60000 T02440161 10294 20244 403060178 58008 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-27T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"76",,,"29.28",,"17.6","11","6.6","0","87","64","200","39","T",,,"160","31","RA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73024 HR PRECIPITATION (IN):T     24 HR MAX TEMP (F):87 24 HR MAX TEMP TIME (LST):1631 24 HR MIN TEMP (F):64 24 HR MIN TEMP TIME (LST):0614 AVERAGE STATION PRESSURE(D):29.286 MINIMUM SEA LEVEL PRESSURE:29.84 TIME OF OCCURRENCE:1904 PEAK WIND SPEED (MPH):39  PEAK WIND DIR (DEG):200 PEAK WIND TIME (LST):1501  FASTEST 2MIN SPEED (MPH):31 FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):1253 AVERAGE WIND SPEED (MPH):17.6 24 HR AVG TEMP (F):76 HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 11 LATEST DAY MAX TEMP (0700-1900 LST): 87 LATEST NIGHT MIN TEMP(1900-0800 LST):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00T     0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00T    T    T","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0546","1909",,
"72259513911","2020-04-28T00:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.92","62","74","T","-RA:02 |RA |RA",,,"67","29.87","CLR:00","29.22","10.00","66","160",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11004/28/20 00:52:02 METAR KNFW 280652Z 16011KT 10SM -RA CLR 23/17 A2992 RMK AO2 SLP115 P0000 T02330167 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T01:32:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","63","73","T","TS:7 -RA:02 |RA TS TS |RA",,,"71",,"CLR:00","29.21","10.00","67","170","24","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11404/28/20 01:32:02 SPECI KNFW 280732Z 17014G21KT 10SM -TSRA CLR 23/17 A2990 RMK AO2 TSB26 P0000 T02280172 VISNO N $","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T01:50:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","64","73",,"TS:7 -RA:02 |RA TS |RA",,,"74",,"BKN:07 22","29.21","10.00","67","170","22","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11204/28/20 01:50:02 SPECI KNFW 280750Z 17014G19KT 10SM -TSRA BKN022 23/18 A2991 RMK AO2 TSB26 P0000 VISNO N $ FIBI","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T01:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","64","73","T","TS:7 -RA:02 |RA TS TS |RA",,,"74","29.86","BKN:07 22","29.21","10.00","67","170","22","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12404/28/20 01:52:02 METAR KNFW 280752Z 17013G19KT 10SM -TSRA BKN022 23/18 A2991 RMK AO2 TSB26 SLP111 P0000 T02280178 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T02:01:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","64","73","T","-RA:02 |RA |RA",,,"74",,"BKN:07 22","29.21","10.00","67","170",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11804/28/20 02:01:02 SPECI KNFW 280801Z 17013KT 10SM -RA BKN022 23/18 A2990 RMK AO2 TSE0755 P0000 T02280178 VISNO N $ RTX","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T02:29:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","64","73","T","TS:7 -RA:02 |RA TS TS |RA",,,"74",,"OVC:08 20","29.19","10.00","67","160",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11904/28/20 02:29:02 SPECI KNFW 280829Z 16010KT 10SM -TSRA OVC020 23/18 A2989 RMK AO2 TSE0755B23 P0000 T02280178 VISNO N $","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T02:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","65","73","T","TS:7 -RA:02 |RA TS TS |RA","+0.01","8","76","29.85","OVC:08 19","29.21","10.00","68","160","20","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14404/28/20 02:52:02 METAR KNFW 280852Z 16010G17KT 10SM -TSRA OVC019 23/18 A2990 RMK AO2 TSE0755B23B31 SLP109 P0000 60000 T02280183 58002 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T03:14:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","65","74","T",,,,"74",,"OVC:08 19","29.24","10.00","68","330",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12604/28/20 03:14:02 SPECI KNFW 280914Z 33008KT 10SM OVC019 23/18 A2994 RMK AO2 RAE07 TSB0853E08 PRESRR P0000 T02330183 VISNO N $","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T03:26:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","65","73","T","TS:7 |TS TS |",,,"76",,"OVC:08 19","29.24","10.00","68","360",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12504/28/20 03:26:02 SPECI KNFW 280926Z 36011KT 10SM TS OVC019 23/18 A2994 RMK AO2 RAE07 TSB0853E08B20 P0000 T02280183 VISNO N $","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72259513911","2020-04-28T03:52:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","66","71","T","TS:7 |TS TS |",,,"84","29.86","OVC:08 18","29.21","10.00","68","140",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13904/28/20 03:52:02 METAR KNFW 280952Z 14008KT 10SM TS OVC018 22/19 A2991 RMK AO2 RAE07 TSB0853E08B20 PRESFR SLP112 P0000 T02170189 VISNO N $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
